G-word;E-word;WdNum;VAL_Mean;VAL_SD;ARO_Mean_(ANEW);ARO_SD_(ANEW);ARO_Mean_(BAWL);ARO_SD_(BAWL);DOM_Mean;DOM_SD;POT_Mean;POT_SD;IMA_MEAN;IMA_SD;freq_Leipzig;freq_SUBTLEX;#_letters;#_syllables;word_class;N_orth;HFN;NF_MAX;F_SUM
scheitern;failure;156;-1.94;1.15;6.55;1.73;3.68;1.12;4.56;1.76;5.76;1.76;2.88;1.84;979.00;6.85;9;2;V;1;0;0.67;0.67
Ruhm;fame;157;1.70;0.67;5.55;1.54;2.89;1.32;6.38;1.12;6.05;1.26;3.67;1.41;545.00;14.57;4;1;S;4;1;73.50;95.00
Ruhm;fame;157;1.70;0.67;5.55;1.54;2.89;1.32;6.38;1.12;6.05;1.26;3.67;1.41;545.00;14.57;4;1;S;4;1;73.50;95.00
Familie;family;158;1.80;1.55;4.68;2.24;2.28;1.23;6.06;1.81;6.88;1.70;5.89;1.05;8198.00;320.41;7;4;S;0;0;0.00;0.00
faszinieren;fascinate;159;1.93;0.96;6.00;1.62;3.50;1.03;5.69;1.62;5.68;1.93;3.15;1.73;61.00;0.59;11;4;V;0;0;0.00;0.00
fett;fat;160;-1.50;1.08;5.60;1.73;3.50;0.99;5.50;1.35;5.78;1.62;5.44;1.13;99.00;28.98;4;1;A;6;3;365.50;519.00
Vater;father;161;2.10;1.29;4.45;1.61;2.67;1.24;4.88;1.69;6.46;1.69;6.56;0.73;6307.00;654.79;5;2;S;2;0;9.67;14.33
erschöpft;fatigued;162;-0.67;1.40;4.45;1.90;2.46;1.21;4.69;1.76;4.08;1.75;5.15;1.73;935.00;14.61;9;2;A;0;0;0.00;0.00
furchtsam;fearful;163;-1.17;0.93;6.15;1.39;2.67;1.41;4.56;1.35;2.94;1.85;2.81;1.08;8.00;0.16;9;2;A;0;0;0.00;0.00
schwach;feeble;164;-1.60;0.70;4.75;1.65;2.61;1.14;5.06;2.22;4.80;2.04;3.00;1.41;995.00;34.06;7;1;A;1;0;2.50;2.50
Schmutz;filth;165;-1.10;0.74;5.25;1.37;2.89;0.76;5.19;1.85;5.35;1.41;6.22;0.83;133.00;5.04;7;1;S;0;0;0.00;0.00
Schmutz;filth;165;-1.10;0.74;5.25;1.37;2.89;0.76;5.19;1.85;5.35;1.41;6.22;0.83;133.00;5.04;7;1;S;0;0;0.00;0.00
Feuer;fire;166;0.05;1.57;6.10;2.15;3.72;0.83;4.31;2.24;6.83;1.41;6.32;0.84;2400.00;142.45;5;2;S;5;1;67.50;99.83
wabbelig;flabby;167;-1.60;1.06;5.05;1.50;3.00;1.10;4.94;1.64;4.30;1.83;4.65;1.63;1.00;0.04;8;3;A;0;0;0.00;0.00
Blume;flower;168;2.15;0.88;3.35;1.46;1.69;1.08;6.06;1.64;4.15;2.11;5.77;1.31;229.00;17.68;5;2;S;1;0;6.33;6.33
stinkend;foul;169;-1.87;1.19;6.35;1.35;3.27;1.08;4.19;1.79;5.80;1.73;2.95;1.67;8.00;0.35;8;2;A;0;0;0.00;0.00
Duft;fragrance;170;1.70;0.67;4.50;2.50;2.39;1.04;5.50;1.67;4.36;2.12;3.56;1.81;255.00;8.54;4;1;S;2;1;108.00;108.00
Betrug;fraud;171;-2.05;1.19;6.90;0.91;3.80;0.95;4.88;1.66;6.28;1.55;2.77;1.57;577.00;11.02;6;2;S;1;1;50.17;50.17
Betrug;fraud;171;-2.05;1.19;6.90;0.91;3.80;0.95;4.88;1.66;6.28;1.55;2.77;1.57;577.00;11.02;6;2;S;1;1;50.17;50.17
frei;free;172;2.40;0.91;5.80;2.21;3.12;1.21;6.31;2.09;7.76;1.43;3.48;1.81;5041.00;156.50;4;1;A;2;1;630.17;632.83
Freiheit;freedom;173;2.80;0.42;6.40;1.76;4.00;0.82;7.00;1.30;6.53;2.01;2.89;1.45;856.00;48.70;8;3;S;1;0;16.83;16.83
Freiheit;freedom;173;2.80;0.42;6.40;1.76;4.00;0.82;7.00;1.30;6.53;2.01;2.89;1.45;2948.00;48.70;8;3;S;1;0;16.83;16.83
Freund;friend;174;2.56;0.61;5.15;2.41;2.05;1.13;6.19;1.86;6.45;1.67;6.04;1.18;3342.00;428.76;6;1;S;0;0;0.00;0.00
freundlich;friendly;175;1.93;0.96;3.70;1.26;2.31;0.84;6.69;1.61;6.10;1.64;4.33;1.24;960.00;30.28;10;2;A;0;0;0.00;0.00
freundlich;friendly;175;1.93;0.96;3.70;1.26;2.31;0.84;6.69;1.61;6.10;1.64;4.33;1.24;960.00;30.28;10;2;A;0;0;0.00;0.00
Frosch;frog;176;-0.09;1.54;3.60;1.64;2.82;1.10;6.25;1.85;3.88;1.45;6.05;1.13;93.00;9.53;6;1;S;1;1;51.83;51.83
frustriert;frustrated;177;-1.93;1.10;6.35;1.39;3.65;1.02;4.88;1.54;4.51;1.89;3.71;1.62;262.00;3.27;10;2;A;0;0;0.00;0.00
Begräbnis;funeral;178;-2.07;1.27;5.85;2.16;3.42;1.17;3.63;1.67;6.20;1.49;5.50;1.36;96.00;4.96;9;3;S;0;0;0.00;0.00
Pilz;fungus;179;-0.50;1.65;4.80;1.24;2.73;1.39;5.88;1.90;4.70;1.44;5.64;1.59;155.00;2.28;4;1;S;3;0;3.83;5.17
Pelz;fur;180;-0.30;0.95;5.00;1.89;2.61;1.24;5.06;1.65;4.78;1.75;6.33;1.00;114.00;2.05;4;1;S;1;1;5.00;5.00
Wundbrand;gangrene;181;-2.44;0.71;6.55;1.57;4.42;0.65;3.75;1.53;7.40;0.97;3.90;2.00;1731.00;0.51;9;1;S;0;0;0.00;0.00
Abfall;garbage;182;-1.70;0.98;5.35;1.23;2.41;0.94;5.25;1.81;5.03;1.66;5.23;1.60;35.00;6.26;6;3;S;1;0;4.83;4.83
zart;gentle;183;1.70;0.82;4.00;1.62;2.22;1.40;6.00;1.36;2.92;1.98;4.11;1.54;166.00;3.86;4;1;A;4;1;126.33;142.67
Geschenk;gift;184;2.30;0.67;4.60;1.73;3.47;1.12;5.81;1.64;5.23;1.51;5.89;1.17;615.00;69.92;8;2;S;0;0;0.00;0.00
Geschenk;gift;184;2.30;0.67;4.60;1.73;3.47;1.12;5.81;1.64;5.23;1.51;5.89;1.17;615.00;69.92;8;2;S;0;0;0.00;0.00
Mädchen;girl;185;1.32;1.32;4.35;2.13;2.67;1.08;5.63;1.51;4.98;1.66;6.29;1.16;5087.00;471.48;7;2;S;2;0;12.50;12.67
Gletscher;glacier;186;0.57;1.40;4.15;1.79;2.65;1.02;3.94;1.33;6.05;1.83;5.55;1.50;140.00;0.67;9;2;S;0;0;0.00;0.00
Glamour;glamour;187;0.87;1.25;4.50;1.85;2.69;0.97;5.50;1.32;4.88;1.67;4.40;1.82;170.00;0.59;7;2;S;0;0;0.00;0.00
Pessimismus;gloom;188;-1.79;0.89;4.90;2.02;3.19;1.13;5.13;2.20;4.92;2.16;2.55;1.90;140.00;0.24;11;4;S;0;0;0.00;0.00
Gott;god;190;1.50;1.18;5.15;2.03;2.50;1.34;3.94;2.41;7.21;1.87;3.44;2.19;2253.00;821.61;4;1;S;3;0;3.00;4.17
Gold;gold;191;1.40;0.70;4.50;1.73;2.50;0.99;5.44;1.60;6.10;1.45;6.33;1.32;1551.00;53.47;4;1;S;4;1;200.67;216.67
graduiert;graduate;192;0.57;0.94;5.05;1.54;2.31;1.12;5.81;1.26;5.92;1.15;2.75;1.52;2.00;0.08;9;3;A;0;0;0.00;0.00
dankbar;grateful;193;1.64;1.01;4.40;2.19;2.46;0.86;6.44;1.50;5.98;1.95;3.14;1.49;968.00;37.13;7;2;A;1;0;25.33;25.33
dankbar;grateful;193;1.64;1.01;4.40;2.19;2.46;0.86;6.44;1.50;5.98;1.95;3.14;1.49;540.00;37.13;7;2;A;1;0;25.33;25.33
grün;green;194;1.20;1.15;3.05;1.82;2.04;0.87;5.38;1.60;4.18;1.48;6.35;1.23;408.00;25.83;4;1;A;0;0;0.00;0.00
Leid;grief;195;-2.00;1.15;5.90;1.41;4.17;0.79;3.75;1.84;6.72;1.57;5.00;1.81;658.00;905.70;4;1;S;5;5;34.33;83.00
Guillotine;guillotine;196;-2.29;1.27;7.00;1.29;3.81;0.94;3.31;1.98;6.45;1.77;6.30;1.38;30.00;0.75;10;4;S;0;0;0.00;0.00
schuldig;guilty;197;-1.40;0.83;6.70;0.98;3.77;0.82;5.06;1.70;4.55;2.04;3.43;1.66;1043.00;48.98;8;2;A;0;0;0.00;0.00
Hammer;hammer;198;-0.32;1.36;5.55;1.76;3.00;1.20;5.56;1.73;5.83;1.48;6.09;1.11;450.00;14.88;6;2;S;4;1;43.50;54.17
hübsch;handsome;199;1.81;0.91;4.40;2.09;2.81;1.13;5.81;1.57;5.13;1.83;4.10;1.65;271.00;67.64;6;1;A;0;0;0.00;0.00
hübsch;handsome;199;1.81;0.91;4.40;2.09;2.81;1.13;5.81;1.57;5.13;1.83;4.10;1.65;271.00;67.64;6;1;A;0;0;0.00;0.00
glücklich;happy;200;1.93;1.21;4.40;2.50;2.73;1.34;6.13;1.64;5.90;1.66;4.86;1.46;1452.00;163.31;9;2;A;0;0;0.00;0.00
Hass;hatred;202;-2.29;1.27;7.75;1.21;4.54;0.65;4.00;2.21;7.50;1.43;3.05;1.61;393.00;24.37;4;1;S;5;3;333.33;531.83
Kopfschmerz;headache;203;-2.00;1.04;6.15;1.53;3.73;1.08;3.88;1.93;6.25;1.45;4.00;2.13;26.00;0.28;11;2;S;0;0;0.00;0.00
Gesundheit;health;204;1.97;1.24;4.55;1.88;2.23;1.19;5.31;2.26;5.73;1.68;3.35;1.44;1786.00;16.61;10;3;S;0;0;0.00;0.00
Himmel;heaven;205;2.25;0.91;3.35;2.03;1.65;0.99;4.19;2.28;4.98;2.28;6.24;1.14;2403.00;118.19;6;2;S;3;0;3.00;3.00
wehrlos;helpless;206;-1.70;0.48;6.63;1.71;3.89;1.13;4.06;1.88;3.24;1.64;3.78;1.72;61.00;1.57;7;2;A;0;0;0.00;0.00
verstecken;hide;207;-0.43;0.85;5.30;1.75;2.62;0.98;5.19;1.52;4.08;1.19;4.48;1.50;482.00;61.66;10;3;V;1;0;0.00;0.00
Geschichte;history;208;0.76;1.28;3.80;1.47;2.71;1.27;4.56;1.88;5.53;1.43;3.77;1.61;11217.00;223.20;10;3;S;0;0;0.00;0.00
Heim;home;209;-0.21;1.29;3.45;2.24;2.77;0.84;5.63;1.54;5.68;1.14;5.29;1.19;567.00;0.00;4;1;S;6;6;56.17;99.67
ehrlich;honest;210;2.20;0.79;4.45;1.70;2.11;0.96;6.31;1.40;6.37;1.62;2.67;0.87;635.00;157.84;7;2;A;1;0;3.17;3.17
Ehre;honor;211;0.91;1.62;5.25;2.00;3.10;1.22;6.19;1.28;6.92;1.29;2.69;1.69;975.00;66.73;4;2;S;2;1;1524.00;1526.50
hoffnungsvoll;hopeful;212;1.86;0.95;5.20;1.58;3.00;1.13;6.25;1.35;6.26;2.12;3.33;1.35;84.00;1.22;13;3;A;0;0;0.00;0.00
Abscheu;horror;213;-2.10;0.88;6.15;2.03;4.06;0.97;5.25;1.83;6.56;1.33;3.78;1.64;177.00;0.63;7;2;S;0;0;0.00;0.00
Pferd;horse;214;1.18;1.30;4.35;1.81;3.09;1.23;4.69;1.42;4.80;1.57;6.27;1.16;718.00;50.44;5;1;S;0;0;0.00;0.00
Krankenhaus;hospital;215;-0.66;1.08;5.74;2.23;3.20;1.03;3.38;1.39;5.98;1.37;6.14;1.01;2989.00;116.30;11;3;S;0;0;0.00;0.00
Geisel;hostage;216;-2.20;1.11;6.80;1.47;4.35;0.81;4.44;2.55;6.15;1.83;4.36;1.73;326.00;17.28;6;2;S;1;0;1.17;1.17
feindlich;hostile;217;-1.93;0.96;6.37;1.21;3.81;0.98;4.56;1.73;5.93;1.44;2.50;1.24;74.00;1.02;9;2;A;0;0;0.00;0.00
Umarmung;hug;218;1.93;1.16;4.85;2.13;2.56;1.27;6.31;1.60;5.30;2.22;6.33;0.87;99.00;5.67;8;3;S;0;0;0.00;0.00
bescheiden;humble;219;1.07;0.80;3.45;1.19;1.92;0.80;5.56;1.50;5.18;1.54;3.19;1.54;673.00;5.95;10;3;V;1;0;1.17;1.17
bescheiden;humble;219;1.07;0.80;3.45;1.19;1.92;0.80;5.56;1.50;5.18;1.54;3.19;1.54;673.00;5.95;10;3;V;1;0;1.17;1.17
Humor;humor;220;2.15;0.75;5.15;2.18;3.81;0.66;7.06;1.05;5.83;1.57;3.09;1.77;768.00;17.95;5;2;S;2;0;2.67;3.67
hungrig;hungry;221;-1.07;0.88;5.45;1.50;3.35;0.98;4.06;2.02;6.05;1.34;2.95;1.32;97.00;28.03;7;2;A;0;0;0.00;0.00
verletzt;hurt;222;-1.80;0.63;6.10;1.59;3.94;0.87;4.25;1.49;3.78;2.33;5.22;1.30;5772.00;105.36;8;2;A;1;0;7.33;7.33
Idiot;idiot;223;-2.00;0.82;5.70;1.49;3.18;1.24;5.75;1.52;3.73;1.74;3.11;1.62;42.00;115.36;5;3;S;1;0;0.33;0.33
impotent;impotent;224;-1.95;0.89;6.10;1.12;3.24;1.09;3.69;1.62;5.58;1.82;3.62;1.83;11.00;1.61;8;3;A;1;0;0.17;0.17
beeindruckt;impressed;225;1.31;0.60;5.50;1.40;3.12;1.07;5.06;1.53;5.53;1.18;3.35;1.84;645.00;23.66;11;3;A;0;0;0.00;0.00
verbessern;improve;226;0.94;1.07;5.15;1.39;2.89;0.99;6.38;1.23;5.28;1.31;2.58;1.53;1993.00;11.61;10;3;V;0;0;0.00;0.00
Industrie;industry;227;-0.65;1.07;5.55;1.93;2.52;0.93;3.94;1.38;5.93;1.37;5.35;1.70;3333.00;2.40;9;3;S;0;0;0.00;0.00
Infektion;infection;228;-2.19;1.52;6.95;1.23;3.96;0.82;3.19;1.60;6.35;1.41;3.85;1.93;226.00;11.46;9;4;S;1;0;1.83;1.83
Tinte;ink;229;0.35;0.67;4.05;1.39;2.06;0.90;5.75;1.73;4.40;1.30;5.05;1.53;82.00;6.73;5;2;S;4;1;32.67;33.33
unsicher;insecure;230;-0.87;0.99;5.40;1.67;3.04;1.04;4.56;1.88;4.01;1.70;3.10;1.48;480.00;12.13;8;3;A;0;0;0.00;0.00
dreist;insolent;231;-1.07;1.16;6.40;1.05;3.42;0.76;4.56;1.87;5.02;2.05;2.90;1.41;72.00;2.17;6;1;A;0;0;0.00;0.00
inspirieren;inspire;232;1.47;0.74;4.85;1.66;2.92;0.93;5.94;1.27;6.54;1.68;2.90;1.37;162.00;1.85;11;4;V;1;0;2.17;2.17
inspiriert;inspired;233;1.60;1.24;5.80;1.88;2.96;1.11;5.69;1.46;5.85;1.67;2.90;1.83;220.00;5.83;10;3;A;0;0;0.00;0.00
Interesse;interest;234;1.62;0.99;5.00;1.97;3.19;0.93;6.31;1.46;5.73;1.60;3.19;1.88;5787.00;34.57;9;4;S;0;0;0.00;0.00
irritieren;irritate;235;-0.73;0.80;5.95;1.50;3.15;1.08;4.81;1.35;4.88;1.60;3.10;1.30;96.00;0.51;10;4;V;0;0;0.00;0.00
Gefängnis;jail;236;-2.26;0.79;6.60;1.39;3.05;1.39;4.06;1.80;6.60;1.24;6.24;0.94;2075.00;104.77;9;3;S;0;0;0.00;0.00
Gefängnis;jail;236;-2.26;0.79;6.60;1.39;3.05;1.39;4.06;1.80;6.60;1.24;6.24;0.94;2075.00;104.77;9;3;S;0;0;0.00;0.00
Eifersucht;jealousy;237;-1.44;1.41;7.15;2.08;4.19;0.69;4.44;2.01;6.90;1.17;3.20;1.77;186.00;5.95;10;3;S;0;0;0.00;0.00
Marmelade;jelly;238;0.80;0.94;3.50;1.70;2.19;0.94;6.31;1.98;3.60;1.57;6.20;1.28;47.00;3.86;9;4;S;0;0;0.00;0.00
Schmuck;jewel;239;1.30;0.67;4.00;1.45;2.56;1.15;5.56;1.12;4.85;1.44;5.78;0.97;508.00;9.84;7;1;S;2;0;8.50;8.50
Jubel;joy;240;2.00;0.86;6.55;1.82;3.65;0.93;5.81;1.39;6.64;1.75;4.18;1.53;575.00;4.84;5;2;S;1;0;2.00;2.00
Jubilant;joyful;241;0.76;1.21;4.65;1.87;2.97;0.91;5.00;1.27;5.30;1.64;3.48;1.63;0.00;0.00;8;3;S;0;0;0.00;0.00
Gerechtigkeit;justice;242;2.33;0.72;5.20;2.31;3.08;1.20;7.06;1.62;6.60;1.60;2.40;1.54;1247.00;26.58;13;4;S;0;0;0.00;0.00
Kerosin;kerosene;243;-0.67;1.11;5.55;1.90;2.96;1.00;4.50;1.36;5.88;1.24;3.60;1.85;54.00;0.75;7;3;S;0;0;0.00;0.00
Mörder;killer;244;-2.44;1.31;7.05;2.31;4.46;0.71;3.44;2.24;6.68;2.33;5.24;1.73;927.00;72.09;6;2;S;2;0;0.67;0.67
Mörder;killer;244;-2.44;1.31;7.05;2.31;4.46;0.71;3.44;2.24;6.68;2.33;5.24;1.73;927.00;72.09;6;2;S;2;0;0.67;0.67
Liebenswürdigkeit;kindness;246;2.00;1.15;4.85;2.32;2.58;1.06;6.13;1.45;4.80;1.91;2.95;1.67;18.00;0.39;17;5;S;0;0;0.00;0.00
König;king;247;0.60;1.24;4.85;1.69;2.46;0.90;4.88;1.87;6.12;2.13;6.57;0.81;2271.00;110.99;5;2;S;0;0;0.00;0.00
Kuss;kiss;248;2.25;1.13;6.50;1.88;3.96;1.11;6.25;1.47;5.63;2.17;5.85;1.46;76.00;37.84;4;1;S;1;1;87.67;87.67
Kenntnis;knowledge;249;1.15;0.89;4.58;1.22;2.22;0.88;6.00;1.07;5.10;1.55;1.92;1.06;1187.00;6.06;8;2;S;0;0;0.00;0.00
See;lake;250;1.82;1.06;3.70;1.72;2.14;1.24;4.44;1.57;5.15;1.72;6.54;0.95;1759.00;40.91;3;1;S;6;1;9490.67;9514.33
Lachen;laughter;251;2.65;0.49;6.10;2.40;2.83;1.15;6.50;1.87;6.24;1.90;4.90;1.55;652.00;0.00;6;2;S;6;4;1348.17;1357.33
lernen;learn;252;0.80;1.14;4.10;1.62;2.53;1.31;6.56;1.40;5.20;1.15;3.86;1.20;3035.00;155.71;6;2;V;2;0;66.17;70.17
gemächlich;leisurely;253;1.16;0.85;2.45;0.89;1.64;0.64;5.31;1.32;3.64;1.29;3.00;1.30;27.00;0.31;10;3;A;0;0;0.00;0.00
Lepra;leprosy;254;-2.40;0.88;6.15;1.76;4.00;1.11;3.44;1.71;6.05;1.69;4.00;1.75;12.00;1.81;5;2;S;0;0;0.00;0.00
Läuse;lice;256;-1.44;1.21;6.05;1.85;2.92;1.16;4.44;2.05;4.73;1.78;5.80;1.40;31.00;2.13;5;2;S;0;0;0.00;0.00
Lüge;lie;257;-2.12;0.73;7.16;1.07;4.06;0.73;4.50;1.89;6.38;1.37;2.38;1.20;362.00;48.03;4;2;S;3;1;296.33;301.50
Leben;life;258;2.38;0.85;5.75;2.43;2.67;1.50;6.13;2.05;6.88;1.86;4.15;1.76;17105.00;1090.32;5;2;S;11;11;1715.00;2531.17
teilnahmslos;listless;259;-1.00;0.65;4.10;2.05;2.52;0.87;5.06;1.64;4.00;2.45;3.05;1.28;9.00;0.08;12;3;A;0;0;0.00;0.00
Einsamkeit;loneliness;260;-1.71;1.38;5.45;2.11;3.04;1.40;4.75;1.87;6.18;2.00;3.10;1.55;406.00;9.57;10;3;S;0;0;0.00;0.00
einsam;lonely;261;-2.20;0.92;5.65;1.81;3.10;1.33;4.56;1.67;3.90;2.16;3.78;1.39;373.00;33.62;6;2;A;0;0;0.00;0.00
Laus;louse;262;-1.20;1.26;5.60;1.82;2.73;1.00;4.69;2.14;3.93;1.77;5.65;1.35;9.00;1.57;4;1;S;9;7;333.33;555.17
Liebe;love;263;2.90;0.31;5.70;2.68;3.63;1.61;5.69;2.15;6.45;2.51;3.73;2.14;4428.00;0.00;5;2;S;1;0;1.33;1.33
geliebt;loved;264;2.40;0.91;5.40;2.58;3.27;1.34;5.63;2.06;5.55;2.11;2.95;1.79;302.00;53.15;7;2;A;1;1;14.67;14.67
loyal;loyal;265;2.10;0.88;4.70;1.89;2.11;0.74;5.88;1.50;5.89;1.40;1.89;0.60;123.00;4.96;5;2;A;2;1;31.17;31.17
ein Glückspilz sein;lucky;266;2.03;0.94;5.05;2.35;2.87;1.36;5.19;2.60;5.08;1.86;3.57;1.78;0.00;0.00;19;4;A;0;0;0.00;0.00
köstlich;luscious;267;2.18;0.75;5.15;1.27;2.73;1.27;5.81;1.27;5.18;1.60;3.25;1.80;4.00;16.77;8;3;S;0;0;0.00;0.00
Luxus;luxury;268;1.70;0.67;4.95;1.90;2.94;0.90;5.50;1.23;5.70;1.68;5.11;1.05;540.00;5.83;5;2;S;0;0;0.00;0.00
Made;maggot;269;-1.36;0.91;5.75;1.77;3.20;1.08;6.06;1.74;5.10;1.66;5.55;1.76;158.00;4.06;4;1;S;6;4;38.00;75.67
Bösartigkeit;malice;270;-2.13;1.09;7.25;1.02;3.96;0.92;4.19;2.24;6.96;1.40;2.80;1.44;14.00;0.28;12;4;S;0;0;0.00;0.00
meisterhaft;masterful;271;1.33;0.82;5.60;1.96;3.00;1.10;5.94;1.62;6.03;1.49;2.95;1.54;72.00;0.83;11;3;A;1;0;1.00;1.00
Masern;measles;272;-1.36;1.28;6.15;1.27;3.38;1.10;3.63;1.19;5.13;1.56;5.55;1.50;46.00;1.22;6;2;S;4;3;3.00;4.33
demütig;meek;273;-0.84;1.07;5.35;1.69;2.79;0.98;4.25;1.77;3.92;1.89;3.00;1.45;31.00;1.57;7;1;A;0;0;0.00;0.00
Erinnerung;memory;274;1.41;1.26;4.75;2.24;2.95;1.08;6.13;1.59;5.03;1.76;3.00;1.81;1989.00;36.93;10;4;S;0;0;0.00;0.00
Bedrohung;menace;275;-1.86;1.03;7.05;0.83;4.23;0.76;5.06;2.15;7.40;0.76;2.80;1.51;949.00;20.55;9;3;S;0;0;0.00;0.00
kräftig;mighty;276;1.40;1.06;5.00;1.92;2.85;0.83;6.38;0.99;6.40;1.78;4.45;1.70;2025.00;7.99;7;2;A;0;0;0.00;0.00
Schimmelpilz;mildew;277;-1.88;0.78;6.15;1.23;3.76;0.97;4.06;1.23;6.55;1.57;5.20;1.61;112.00;0.04;12;2;S;0;0;0.00;0.00
Millionär;millionaire;278;1.18;1.68;5.65;2.16;2.96;1.15;5.50;1.40;6.60;1.69;5.05;1.60;237.00;4.53;9;4;S;0;0;0.00;0.00
Wunder;miracle;279;1.85;0.99;5.85;2.13;3.63;1.20;4.38;2.30;6.48;1.65;3.41;1.87;2358.00;68.94;6;2;S;1;0;0.50;0.50
Wunder;miracle;279;1.85;0.99;5.85;2.13;3.63;1.20;4.38;2.30;6.48;1.65;3.41;1.87;2358.00;68.94;6;2;S;1;0;0.50;0.50
Moment;moment;281;0.38;0.62;4.70;1.69;2.31;0.88;5.81;1.27;5.40;1.66;2.65;1.93;3644.00;389.98;6;2;S;0;0;0.00;0.00
Geld;money;282;1.60;0.97;5.55;1.61;2.94;1.00;5.69;1.69;5.85;1.97;5.89;0.93;17384.00;642.70;4;1;S;5;0;99.67;228.17
Monat;month;283;0.30;0.66;3.50;1.67;2.11;1.18;4.44;1.76;4.73;1.48;2.91;1.66;4394.00;79.18;5;2;S;0;0;0.00;0.00
krankhaft;morbid;284;-1.73;1.03;6.10;1.41;3.46;0.95;4.38;1.35;5.90;1.19;3.15;1.46;45.00;0.91;9;2;A;0;0;0.00;0.00
Leichenschauhaus;morgue;285;-2.25;1.00;6.75;1.59;3.88;0.99;3.56;1.50;6.10;1.57;5.45;0.94;12.00;4.84;16;4;S;0;0;0.00;0.00
Mutter;mother;286;2.05;1.10;4.05;2.24;2.67;1.61;4.75;2.15;6.53;1.78;5.68;1.21;6766.00;568.96;6;2;S;4;0;22.00;65.17
Berg;mountain;287;0.93;1.33;3.55;2.16;2.35;1.09;4.63;1.76;5.18;2.07;6.35;0.88;2213.00;32.05;4;1;S;2;0;16.50;16.67
Film;movie;288;1.50;0.97;4.35;1.63;2.61;0.70;5.50;1.28;5.56;1.04;5.89;1.05;6574.00;266.70;4;1;S;1;0;0.50;0.50
muskulös;muscular;290;1.13;1.67;5.75;1.74;3.04;0.92;6.00;1.39;6.05;1.13;5.85;0.93;16.00;0.75;8;3;A;0;0;0.00;0.00
Musik;music;291;2.40;0.50;4.80;2.59;1.85;1.23;6.31;1.39;5.93;2.12;3.68;1.99;6635.00;257.88;5;2;S;0;0;0.00;0.00
verstümmeln;mutilate;292;-2.33;1.29;7.60;1.64;4.35;0.80;3.94;1.99;7.00;1.83;4.30;1.66;15.00;0.91;11;3;V;0;0;0.00;0.00
Natur;nature;293;2.35;0.75;3.05;1.79;1.89;1.08;4.50;2.16;5.93;1.89;4.91;1.57;2640.00;37.84;5;2;S;1;0;0.00;0.00
Nektar;nectar;294;1.20;1.08;3.80;1.99;2.42;0.99;5.25;2.30;3.90;1.48;4.85;1.66;26.00;1.46;6;2;S;1;1;31.67;31.67
Alptraum;nightmare;295;-2.80;0.63;7.60;0.50;4.53;0.62;4.13;2.31;6.93;1.38;4.67;1.94;212.00;9.45;8;2;S;0;0;0.00;0.00
lässig;nonchalant;296;1.33;1.18;3.10;1.29;1.65;0.69;5.25;1.39;4.00;1.19;3.35;1.31;220.00;1.97;6;2;A;1;1;8.83;8.83
Ozean;ocean;297;1.90;0.99;4.00;2.22;2.72;1.36;3.94;2.16;6.40;1.91;6.78;0.44;276.00;9.33;5;3;S;0;0;0.00;0.00
Meinung;opinion;298;1.50;1.08;4.70;2.00;2.67;0.84;6.06;1.52;5.45;1.77;2.56;1.24;4497.00;92.96;7;2;S;0;0;0.00;0.00
Orchester;orchestra;299;0.80;0.77;4.55;2.19;2.73;1.08;4.94;1.67;5.75;1.84;6.35;0.99;1051.00;4.06;9;3;S;0;0;0.00;0.00
Schmerz;pain;301;-1.74;1.36;6.80;1.70;4.17;0.86;4.31;2.28;7.05;1.18;5.27;1.82;562.00;55.28;7;1;S;1;0;2.17;2.17
Palast;palace;302;1.70;1.30;5.70;1.38;2.61;1.20;4.19;1.84;6.25;1.50;5.95;0.95;524.00;13.94;6;2;S;0;0;0.00;0.00
Papier;paper;303;0.13;0.74;3.25;1.65;2.04;0.96;6.19;1.45;4.18;1.41;5.81;1.50;2939.00;27.95;6;2;S;1;0;0.17;0.17
Paradies;paradise;304;2.80;0.42;4.40;2.37;2.29;1.65;5.31;1.67;5.70;2.30;5.33;1.22;452.00;20.36;8;3;S;0;0;0.00;0.00
Feier;party;305;2.10;0.64;5.85;2.21;3.44;1.09;6.38;1.47;5.76;1.45;5.44;1.58;787.00;14.61;5;2;S;7;2;54.00;88.00
Leidenschaft;passion;306;2.00;0.76;7.00;2.00;4.00;0.98;5.25;1.83;6.48;2.12;4.81;1.50;923.00;16.02;12;3;S;0;0;0.00;0.00
Patent;patent;307;0.31;0.60;4.05;1.19;2.27;0.96;5.13;1.45;4.83;1.62;2.90;2.15;209.00;0.67;6;2;S;2;2;2.67;3.50
Frieden;peace;308;2.53;0.71;3.50;2.52;1.61;1.20;5.25;2.14;6.08;2.23;4.73;1.85;2466.00;63.90;7;2;S;1;1;10.50;10.50
Bleistift;pencil;309;0.50;0.65;3.60;1.82;2.15;1.05;6.38;2.16;4.08;1.72;6.60;1.19;89.00;3.74;9;2;S;0;0;0.00;0.00
Vollkommenheit;perfection;310;1.80;1.21;4.25;2.22;2.73;1.37;5.94;1.96;6.35;1.79;2.80;1.79;43.00;1.10;14;4;S;0;0;0.00;0.00
Person;person;311;0.50;0.76;4.40;1.31;2.06;1.16;5.06;0.66;5.06;0.94;4.05;1.79;2460.00;107.48;6;2;S;2;0;1.50;1.67
